ID,source_url,type,alignment_with_topic,spelling_grammar_style,clarity_of_view_point,arguments_supporting_details,overall
861,https://essayforum.com/writing/culture-tradition-87217/,Argumentative,3,4,4,4,15
862,https://essayforum.com/writing/children-told-achieve-anything-work-hard-pros-94643/,Argumentative,3,3,4,4,14
863,https://essayforum.com/writing/history-science-important-essential-subject-85655/,Argumentative,3,3,3,3,12
864,https://essayforum.com/writing/extent-think-consumers-influenced-90946/,Argumentative,2,3,3,4,12
865,https://essayforum.com/writing/countries-people-moving-away-rural-areas-94504/,Argumentative,3,3,3,4,13
866,https://essayforum.com/writing/topic-said-children-time-rest-focus-studying-91152/,Argumentative,3,3,3,4,13
867,https://essayforum.com/writing/local-language-learning-english-94570/,Argumentative,3,4,3,3,13
868,https://essayforum.com/writing/think-advantages-disadvantages-part-large-79956/,Argumentative,2,2,2,2,8
869,https://essayforum.com/writing/unreasonable-say-wild-animal-place-century-89296/,Argumentative,3,3,3,4,13
870,https://essayforum.com/writing/part-health-topic-walking-87124/,Argumentative,4,4,4,3,15
871,https://essayforum.com/writing/country-already-rich-addition-economic-wealth-94204/,Argumentative,3,4,3,3,13
872,https://essayforum.com/writing/people-think-cooking-home-waste-time-extent-86330/,Argumentative,3,4,2,3,12
873,https://essayforum.com/writing/main-reasons-make-people-spend-time-91691/,Argumentative,3,4,4,3,14
874,https://essayforum.com/writing/science-extent-agree-statement-94764/,Argumentative,3,4,3,4,14
875,https://essayforum.com/writing/investment-health-promotion-crucial-treatment-92602/,Argumentative,3,3,2,4,12
876,https://essayforum.com/writing/reason-humans-mistreat-kill-animals-protected-73837/,Argumentative,2,3,2,2,9
877,https://essayforum.com/writing/non-exam-arts-based-subjects-compulsory-86130/,Argumentative,2,3,2,2,9
878,https://essayforum.com/writing/opinion-advantages-disadvantages-member-large-82447/,Argumentative,2,4,2,2,10
879,https://essayforum.com/writing/people-believe-professional-workers-doctors-92808/,Argumentative,4,4,4,4,16
880,https://essayforum.com/writing/people-try-look-younger-age-causes-opinion-82627/,Argumentative,3,3,3,4,13
881,https://essayforum.com/writing/internet-based-self-study-replace-formal-87875/,Argumentative,3,4,4,4,15
882,https://essayforum.com/writing/nobody-deny-important-role-newspapers-91334/,Argumentative,3,3,3,4,13
883,https://essayforum.com/writing/computer-programmes-teaching-purposes-93956/,Argumentative,3,4,3,4,14
884,https://essayforum.com/writing/opinion-job-gratification-90205/,Argumentative,3,4,3,4,14
885,https://essayforum.com/writing/done-prevent-people-using-cars-92920/,Argumentative,3,3,4,4,14
886,https://essayforum.com/writing/online-news-newspaper-remain-important-source-94413/,Argumentative,3,3,3,3,12
887,https://essayforum.com/writing/topic-taking-responsibility-77301/,Argumentative,3,3,3,2,11
888,https://essayforum.com/writing/fundamental-capabilities-new-workers-87666/,Argumentative,3,4,3,3,13
889,https://essayforum.com/writing/people-choose-high-paid-jobs-dislike-low-87143/,Argumentative,3,4,3,3,13
890,https://essayforum.com/writing/juvenile-crime-rate-growing-metropolises-93221/,Argumentative,3,3,3,2,11
891,https://essayforum.com/writing/people-consider-several-subjects-like-maths-86628/,Argumentative,3,4,3,3,13
892,https://essayforum.com/writing/wrt-search-family-history-94879/,Argumentative,3,4,4,4,15
893,https://essayforum.com/writing/part-printed-newspapers-people-say-94221/,Argumentative,3,4,4,4,15
894,https://essayforum.com/writing/unsatisfactory-job-shortage-money-89587/,Argumentative,2,2,2,2,8
895,https://essayforum.com/writing/best-way-store-knowledge-give-reasons-answer-94417/,Argumentative,3,4,3,3,13
896,https://essayforum.com/writing/people-think-instead-preventing-75112/,Argumentative,2,2,2,2,8
897,https://essayforum.com/writing/town-development-progress-93509/,Descriptive,2,2,2,2,8
898,https://essayforum.com/writing/topic-instead-preventing-climate-change-find-84964/,Argumentative,2,3,3,3,11
899,https://essayforum.com/writing/students-attempt-study-abroad-foreign-79757/,Argumentative,2,3,2,2,9
900,https://essayforum.com/writing/colour-plays-important-role-everyday-life-87222/,Argumentative,3,3,3,2,11
901,https://essayforum.com/writing/countries-men-women-having-children-late-life-89291/,Argumentative,3,3,3,4,13
902,https://essayforum.com/writing/items-purchased-internet-gradually-becoming-86647/,Argumentative,3,4,3,3,13
903,https://essayforum.com/writing/childhood-obesity-causes-solution-part-90277/,Problem-Solution,3,3,3,4,13
904,https://essayforum.com/writing/increasing-trend-people-live-alone-88525/,Argumentative,2,3,3,3,11
905,https://essayforum.com/writing/sports-bridge-peace-understanding-countries-81057/,Argumentative,3,3,3,3,12
906,https://essayforum.com/writing/discussive-passage-money-road-systems-76951/,Argumentative,3,4,3,2,12
907,https://essayforum.com/writing/moving-new-city-country-agood-idea-lose-old-75490/,Argumentative,3,4,3,4,14
908,https://essayforum.com/writing/human-activites-effect-animals-life-solutions-76630/,Problem-Solution,2,3,4,3,12
909,https://essayforum.com/writing/choose-traditional-materials-read-online-93280/,Argumentative,3,4,3,4,14
910,https://essayforum.com/writing/benefits-drawbacks-studying-overseas-87531/,Argumentative,3,3,3,4,13
911,https://essayforum.com/writing/using-technology-bad-trend-95497/,Argumentative,3,4,4,4,15
912,https://essayforum.com/writing/different-ways-studying-95913/,Argumentative,2,4,3,2,11
913,https://essayforum.com/writing/team-sports-individual-91397/,Argumentative,4,4,4,4,16
914,https://essayforum.com/writing/lack-discipline-universities-serious-problem-79404/,Argumentative,3,3,3,4,13
915,https://essayforum.com/writing/people-think-chose-job-early-keep-95466/,Argumentative,2,3,3,3,11
916,https://essayforum.com/writing/grievance-note-noise-flat-75536/,Letter,3,3,3,2,11
917,https://essayforum.com/writing/cbest-help-topic-worst-class-92332/,Narrative,4,4,3,3,14
918,https://essayforum.com/writing/reason-learning-foreign-language-travel-work-80902/,Argumentative,3,3,4,4,14
919,https://essayforum.com/writing/topic-wealthy-nation-assist-poorer-countries-86242/,Argumentative,2,3,3,2,10
920,https://essayforum.com/writing/positive-negative-citizens-live-alone-nuclear-93012/,Argumentative,3,4,4,3,14
921,https://essayforum.com/writing/death-penalty-best-way-reduce-increasing-73620/,Argumentative,3,4,3,4,14
922,https://essayforum.com/writing/resistance-change-striking-human-instinctive-77090/,Argumentative,3,3,3,4,13
923,https://essayforum.com/writing/houses-apartments-87146/,Argumentative,3,4,3,4,14
924,https://essayforum.com/writing/well-making-financial-profit-90885/,Argumentative,2,2,2,2,8
925,https://essayforum.com/writing/ietlswritask-better-college-students-live-85178/,Argumentative,2,3,2,2,9
926,https://essayforum.com/writing/education-prison-used-reduce-crime-rate-76436/,Argumentative,3,3,2,4,12
927,https://essayforum.com/writing/recent-years-shopping-considered-common-90408/,Argumentative,3,4,4,4,15
928,https://essayforum.com/writing/large-companies-use-sports-events-promote-90429/,Argumentative,2,3,2,3,10
929,https://essayforum.com/writing/influences-advertising-ads-necessary-76004/,Argumentative,3,3,2,3,11
930,https://essayforum.com/writing/roles-significant-teach-kids-good-members-76011/,Argumentative,3,4,3,3,13
931,https://essayforum.com/writing/modern-life-complex-young-people-ability-plan-76484/,Argumentative,3,3,4,4,14
932,https://essayforum.com/writing/wirting-happiness-definition-92959/,Argumentative,3,4,3,4,14
933,https://essayforum.com/writing/sources-person-understanding-comparison-73316/,Argumentative,3,3,4,3,13
934,https://essayforum.com/writing/young-people-commit-serious-crimes-92707/,Argumentative,3,3,3,3,12
935,https://essayforum.com/writing/choosing-university-job-straight-school-90645/,Argumentative,3,4,3,3,13
936,https://essayforum.com/writing/having-organized-room-lead-success-86686/,Argumentative,3,3,3,4,13
937,https://essayforum.com/writing/government-family-pay-retirement-medical-79154/,Argumentative,3,3,3,3,12
938,https://essayforum.com/writing/people-think-young-ready-crucial-92175/,Argumentative,3,3,2,3,11
939,https://essayforum.com/writing/online-shopping-pros-outweight-cons-estimated-95660/,Argumentative,4,3,4,3,14
940,https://essayforum.com/writing/explain-benefits-inconveniences-travel-93845/,Argumentative,3,4,4,4,15
941,https://essayforum.com/writing/museums-interesting-mostly-tourists-locals-76943/,Argumentative,3,4,4,4,15
942,https://essayforum.com/writing/rising-gas-prices-impressive-effective-way-87173/,Argumentative,3,3,2,4,12
943,https://essayforum.com/writing/high-school-graduates-encouraged-start-working-80491/,Argumentative,2,3,2,2,9
944,https://essayforum.com/writing/increasing-number-students-decide-quit-high-91942/,Argumentative,2,3,3,2,10
945,https://essayforum.com/writing/summary-bees-sea-tiny-crustaceans-pollinate-74384/,Informative,2,4,2,2,10
946,https://essayforum.com/writing/government-spending-sport-training-top-78420/,Argumentative,3,4,3,4,14
947,https://essayforum.com/writing/punishment-believed-best-way-help-children-91583/,Argumentative,3,3,4,3,13
948,https://essayforum.com/writing/economic-growth-environment-damage-94228/,Argumentative,3,4,3,4,14
949,https://essayforum.com/writing/fashionable-clothes-attitude-positive-79473/,Argumentative,2,3,2,3,10
950,https://essayforum.com/writing/people-say-doing-multiple-tasks-same-time-93089/,Argumentative,3,3,3,3,12
951,https://essayforum.com/writing/values-young-people-give-enough-time-helping-87110/,Argumentative,3,3,2,4,12
952,https://essayforum.com/writing/practice-academic-modern-technology-77363/,Argumentative,3,3,3,4,13
953,https://essayforum.com/writing/computers-using-education-become-incredibly-90377/,Argumentative,3,3,3,4,13
954,https://essayforum.com/writing/universities-control-number-seats-different-79975/,Argumentative,2,3,2,2,9
955,https://essayforum.com/writing/topic-fewer-people-become-teachers-85657/,Argumentative,3,3,3,3,12
956,https://essayforum.com/writing/resolution-deforestation-consequences-88285/,Argumentative,2,3,2,2,9
957,https://essayforum.com/writing/movie-inspired-impact-life-problem-usage-76492/,Narrative,3,3,3,3,12
958,https://essayforum.com/writing/benefits-risks-watching-television-93489/,Argumentative,3,3,3,3,12
959,https://essayforum.com/writing/direct-question-people-research-family-76936/,Argumentative,3,3,3,4,13
960,https://essayforum.com/writing/living-world-highly-educated-people-77210/,Argumentative,3,4,3,3,13
961,https://essayforum.com/writing/universities-teach-arts-subjects-78983/,Argumentative,2,3,2,3,10
962,https://essayforum.com/writing/posivitive-negative-development-94615/,Argumentative,3,4,4,4,15
963,https://essayforum.com/writing/population-aging-effects-solutions-85262/,Argumentative,3,4,3,4,14
964,https://essayforum.com/writing/people-believe-world-one-government-national-91265/,Argumentative,3,3,4,4,14
965,https://essayforum.com/writing/young-members-society-wants-independence-78436/,Argumentative,3,4,3,3,13
966,https://essayforum.com/writing/life-better-years-ago-agree-85355/,Argumentative,3,3,3,3,12
967,https://essayforum.com/writing/everyone-study-school-extent-agree-77186/,Argumentative,2,3,2,2,9
968,https://essayforum.com/writing/best-solution-traffic-jam-providing-77005/,Argumentative,3,3,2,4,12
969,https://essayforum.com/writing/longer-necessary-use-animal-based-products-93143/,Argumentative,3,3,2,3,11
970,https://essayforum.com/writing/extinction-animal-species-causes-protect-81845/,Argumentative,2,3,2,3,10
971,https://essayforum.com/writing/critique-literature-review-introduction-75495/,Review,2,3,2,3,10
972,https://essayforum.com/writing/environment-energy-ecology-85502/,Argumentative,3,3,3,4,13
973,https://essayforum.com/writing/two-opinions-internet-79344/,Argumentative,2,3,3,3,11
974,https://essayforum.com/writing/topic-laws-society-75857/,Argumentative,2,3,2,2,9
975,https://essayforum.com/writing/people-think-necessary-travel-abroad-learn-86591/,Argumentative,2,3,2,4,11
976,https://essayforum.com/writing/public-libraries-longer-useful-79792/,Argumentative,3,3,2,3,11
977,https://essayforum.com/writing/children-reading-well-past-90585/,Argumentative,2,3,2,2,9
978,https://essayforum.com/writing/construction-regulation-cities-82140/,Argumentative,3,4,3,4,14
979,https://essayforum.com/writing/cooler-castle-tree-house-language-advice-78078/,Argumentative,2,4,2,2,10
980,https://essayforum.com/writing/learning-working-home-positive-negative-88421/,Argumentative,3,4,3,4,14
981,https://essayforum.com/writing/state-art-technology-changing-way-learn-80074/,Argumentative,3,3,3,4,13
982,https://essayforum.com/writing/commentators-feel-grandparents-live-together-86267/,Argumentative,3,4,2,2,11
983,https://essayforum.com/writing/advantages-disadvantages-children-nuclear-85946/,Discussion,3,4,3,2,12
984,https://essayforum.com/writing/current-trend-becoming-vegetarian-81716/,Argumentative,3,3,2,2,10
985,https://essayforum.com/writing/internet-convince-swindlers-86914/,Argumentative,2,3,2,2,9
986,https://essayforum.com/writing/grade-university-level-english-requirement-76571/,Argumentative,4,3,2,3,12
987,https://essayforum.com/writing/team-group-activities-teach-important-91775/,Argumentative,2,3,2,2,9
988,https://essayforum.com/writing/proposal-fuel-price-vehicle-put-86568/,Argumentative,2,3,3,2,10
989,https://essayforum.com/writing/students-study-whatever-science-technology-77976/,Argumentative,3,3,3,4,13
990,https://essayforum.com/writing/punish-criminals-training-courses-education-86565/,Argumentative,3,3,3,4,13
991,https://essayforum.com/writing/water-pollution-causes-effects-89591/,Argumentative,3,4,2,3,12
992,https://essayforum.com/writing/scientific-research-take-92278/,Argumentative,3,3,2,4,12
993,https://essayforum.com/writing/increasing-number-people-nations-opting-live-87542/,Argumentative,2,4,3,4,13
994,https://essayforum.com/writing/chinese-civil-war-major-historical-events-76902/,Argumentative,2,3,2,3,10
995,https://essayforum.com/writing/essential-newcomers-used-follow-traditions-77783/,Argumentative,2,2,2,2,8
996,https://essayforum.com/writing/effect-electronic-games-life-90428/,Argumentative,2,3,3,3,11
997,https://essayforum.com/writing/classmates-bigger-impact-child-success-school-82670/,Argumentative,2,3,2,2,9
998,https://essayforum.com/writing/nutrition-education-primary-schools-90447/,Argumentative,2,3,3,2,10
999,https://essayforum.com/writing/creativity-used-true-measure-intelligence-issue-86953/,Argumentative,3,3,2,3,11
1000,https://essayforum.com/writing/main-role-school-train-students-pass-86447/,Argumentative,2,3,2,4,11
1001,https://essayforum.com/writing/people-buy-famous-brands-clothes-cars-items-94777/,Argumentative,2,3,2,3,10
1002,https://essayforum.com/writing/cyclists-motorists-sharing-same-roads-causes-88282/,Argumentative,3,3,3,2,11
1003,https://essayforum.com/writing/celerities-setting-bad-role-models-young-79326/,Argumentative,3,4,3,4,14
1004,https://essayforum.com/writing/experience-best-teacher-reading-books-82457/,Argumentative,2,3,2,2,9
1005,https://essayforum.com/writing/globalisation-cultural-identities-93345/,Argumentative,2,4,2,3,11
1006,https://essayforum.com/writing/fake-news-becoming-increasingly-common-era-86022/,Argumentative,3,4,3,2,12
1007,https://essayforum.com/writing/spoken-communication-powerful-written-95829/,Argumentative,3,4,3,4,14
1008,https://essayforum.com/writing/best-way-ensure-growth-children-make-parents-90134/,Argumentative,3,4,3,3,13
1009,https://essayforum.com/writing/adults-students-working-studying-home-91815/,Argumentative,3,3,3,4,13
1010,https://essayforum.com/writing/public-spending-arts-waste-money-agree-80819/,Argumentative,2,3,3,4,12
1011,https://essayforum.com/writing/describe-favorite-form-transportation-bus-80827/,Argumentative,2,3,2,2,9
1012,https://essayforum.com/writing/causes-solutions-global-warming-86895/,Argumentative,2,3,2,3,10
1013,https://essayforum.com/writing/people-think-teenager-years-happiest-times-79996/,Argumentative,2,3,2,2,9
1014,https://essayforum.com/writing/question-host-international-sports-event-90443/,Argumentative,2,3,2,2,9
1015,https://essayforum.com/writing/growing-concern-lacking-basic-interactive-87077/,Argumentative,2,3,2,2,9
1016,https://essayforum.com/writing/citizens-several-parts-world-research-origin-90891/,Informative,2,3,3,2,10
1017,https://essayforum.com/writing/public-museums-art-galleries-needed-93359/,Argumentative,3,3,3,3,12
1018,https://essayforum.com/writing/reports-media-almost-bad-news-81779/,Argumentative,2,3,2,2,9
1019,https://essayforum.com/writing/school-thought-believe-entry-museums-free-92915/,Argumentative,3,3,2,3,11
1020,https://essayforum.com/writing/living-modern-world-brings-positive-90784/,Argumentative,2,3,3,4,12
1021,https://essayforum.com/writing/schools-different-opinion-regarding-students-73614/,Argumentative,2,3,2,2,9
1022,https://essayforum.com/writing/argued-attainment-goals-determined-factor-79799/,Argumentative,2,3,3,3,11
1023,https://essayforum.com/writing/learning-language-children-beneficial-72093/,Argumentative,2,3,3,2,10
1024,https://essayforum.com/writing/friends-agree-94594/,Argumentative,2,2,3,2,9
1025,https://essayforum.com/writing/countries-try-produce-food-population-imports-85255/,Argumentative,3,3,3,3,12
1026,https://essayforum.com/writing/games-bring-demerits-terms-physical-health-94515/,Argumentative,2,3,2,2,9
1027,https://essayforum.com/writing/kind-helpful-opinion-qualities-good-neighbour-77199/,Argumentative,3,3,3,3,12
1028,https://essayforum.com/writing/people-believe-online-reading-materials-used-85811/,Argumentative,2,4,3,4,13
1029,https://essayforum.com/writing/agree-railroad-roads-91627/,Argumentative,3,4,3,3,13
1030,https://essayforum.com/writing/widely-believed-necessary-high-school-seniors-93141/,Argumentative,3,3,2,4,12
1031,https://essayforum.com/writing/increasing-rate-immigration-causing-93129/,Analytical,2,3,3,3,11
1032,https://essayforum.com/writing/say-traveling-working-overseas-way-90148/,Argumentative,3,3,2,3,11
1033,https://essayforum.com/writing/bullying-big-problem-schools-think-causes-90051/,Argumentative,3,3,2,4,12
1034,https://essayforum.com/writing/gaining-knowledge-history-house-90706/,Informative,3,4,3,4,14
1035,https://essayforum.com/writing/cause-solution-lots-highly-qualified-87230/,Argumentative,3,3,3,4,13
1036,https://essayforum.com/writing/secondary-students-believe-university-degree-95824/,Argumentative,3,4,2,3,12
1037,https://essayforum.com/writing/discuss-views-fictional-violence-91931/,Argumentative,3,3,3,2,11
1038,https://essayforum.com/writing/paragraphs-life-goals-90077/,Argumentative,2,3,2,2,9
1039,https://essayforum.com/writing/women-sports-receive-attention-men-94065/,Argumentative,3,3,3,4,13
1040,https://essayforum.com/writing/water-shortage-observed-countries-world-73745/,Argumentative,3,4,3,2,12
1041,https://essayforum.com/writing/vacation-vacations-school-children-discussion-80482/,Argumentative,3,3,2,3,11
1042,https://essayforum.com/writing/extent-people-try-good-work-life-balance-86156/,Argumentative,2,3,2,2,9
1043,https://essayforum.com/writing/education-systems-make-student-focus-certain-93690/,Argumentative,3,3,3,3,12
1044,https://essayforum.com/writing/good-thing-young-people-hold-important-81516/,Argumentative,3,3,3,4,13
1045,https://essayforum.com/writing/memoir-sample-first-day-school-81583/,Narrative,3,4,2,2,11
1046,https://essayforum.com/writing/water-main-human-day-use-approximately-litre-73728/,Informative,2,3,2,3,10
1047,https://essayforum.com/writing/true-talented-child-taught-become-good-sport-88438/,Argumentative,2,3,2,3,10
1048,https://essayforum.com/writing/think-fund-medicine-treatments-researches-94931/,Argumentative,3,4,3,4,14
1049,https://essayforum.com/writing/different-perspectives-role-taking-risks-95037/,Argumentative,3,3,3,4,13
1050,https://essayforum.com/writing/allowing-children-use-phones-school-95684/,Argumentative,3,4,4,4,15
1051,https://essayforum.com/writing/understanding-culture-country-knowing-language-72449/,Argumentative,2,3,2,2,9
1052,https://essayforum.com/writing/people-deem-children-brought-rural-area-city-87605/,Argumentative,3,3,2,4,12
1053,https://essayforum.com/writing/recent-years-family-structure-changed-well-81193/,Argumentative,2,3,2,4,11
1054,https://essayforum.com/writing/massive-growth-international-tourism-directly-86702/,Argumentative,3,3,3,3,12
1055,https://essayforum.com/writing/international-travel-becoming-affordable-90977/,Argumentative,3,4,3,3,13
1056,https://essayforum.com/writing/discuss-sports-professionals-income-professions-86324/,Argumentative,2,3,3,3,11
1057,https://essayforum.com/writing/leadership-one-favorite-subject-study-passion-72510/,Letter,2,3,3,3,11
1058,https://essayforum.com/writing/tendency-replacing-conventional-classrooms-93161/,Argumentative,3,3,4,4,14
1059,https://essayforum.com/writing/money-spent-protection-wild-animals-better-use-92588/,Argumentative,3,3,4,4,14
1060,https://essayforum.com/writing/economically-success-same-time-having-clean-76585/,Argumentative,3,3,3,3,12
1061,https://essayforum.com/writing/lesson-children-learn-may-good-92371/,Argumentative,3,3,4,3,13
1062,https://essayforum.com/writing/people-claim-studying-overseas-bring-90086/,Argumentative,2,3,2,3,10
1063,https://essayforum.com/writing/describe-second-hand-thing-own-85989/,Narrative,2,2,2,2,8
1064,https://essayforum.com/writing/huge-money-time-spent-wild-animals-human-96013/,Argumentative,2,3,2,2,9
1065,https://essayforum.com/writing/possible-say-lot-person-culture-character-79733/,Argumentative,2,4,4,3,13
1066,https://essayforum.com/writing/odinary-work-art-easily-labelled-masterpieces-88910/,Argumentative,3,3,3,3,12
1067,https://essayforum.com/writing/growing-number-young-people-necessarily-80115/,Argumentative,2,4,2,3,11
1068,https://essayforum.com/writing/causes-measures-overcome-overweight-80037/,Argumentative,2,3,2,4,11
1069,https://essayforum.com/writing/necessary-children-learn-local-foreign-87329/,Argumentative,2,3,2,4,11
1070,https://essayforum.com/writing/children-good-members-society-parents-school-89209/,Argumentative,2,2,2,2,8
1071,https://essayforum.com/writing/new-technologies-developed-dramatically-recent-76002/,Argumentative,2,3,3,3,11
1072,https://essayforum.com/writing/reality-traffic-jams-city-80643/,Informative,2,2,2,2,8
1073,https://essayforum.com/writing/artificial-intelligence-benefits-81420/,Argumentative,3,4,4,3,14
1074,https://essayforum.com/writing/people-way-living-drastically-changed-recent-91478/,Argumentative,2,4,3,3,12
1075,https://essayforum.com/writing/students-allowed-pursue-college-free-94640/,Argumentative,2,3,3,2,10
1076,https://essayforum.com/writing/leadership-skills-people-naturally-good-76897/,Argumentative,3,3,3,4,13
1077,https://essayforum.com/writing/personality-average-five-people-spend-time-75179/,Argumentative,2,3,2,2,9
1078,https://essayforum.com/writing/comparison-teenager-life-adult-89765/,Argumentative,2,4,3,3,12
1079,https://essayforum.com/writing/constructive-criticism-teachers-helps-students-92305/,Argumentative,3,3,3,4,13
1080,https://essayforum.com/writing/healthcare-provision-free-charge-81720/,Argumentative,3,4,2,3,12
1081,https://essayforum.com/writing/young-people-required-stay-full-time-88418/,Argumentative,3,4,4,4,15
1082,https://essayforum.com/writing/writting-beginner-university-90993/,Argumentative,3,3,4,4,14
1083,https://essayforum.com/writing/governments-ban-dangerous-sports-92973/,Argumentative,3,4,3,4,14
1084,https://essayforum.com/writing/impact-climate-change-sustainability-94432/,Argumentative,3,4,3,2,12
1085,https://essayforum.com/writing/young-people-spend-time-cultural-activities-80195/,Argumentative,2,3,3,4,12
1086,https://essayforum.com/writing/places-young-people-find-difficult-95000/,Argumentative,3,3,3,4,13
1087,https://essayforum.com/writing/dependent-become-independent-89987/,Argumentative,2,4,3,4,13
1088,https://essayforum.com/writing/causes-solutions-climate-change-major-problem-88308/,Argumentative,3,4,3,4,14
1089,https://essayforum.com/writing/past-criminal-record-presented-jury-77418/,Argumentative,2,4,4,2,12
1090,https://essayforum.com/writing/excessive-use-smartphones-free-time-95181/,Argumentative,2,4,4,4,14
1091,https://essayforum.com/writing/environmental-protection-reason-solution-91454/,Argumentative,3,3,3,3,12
1092,https://essayforum.com/writing/lots-people-deem-youngsters-inappropriate-87961/,Argumentative,2,3,3,2,10
1093,https://essayforum.com/writing/important-people-excitement-adventure-lives-94858/,Argumentative,2,3,2,2,9
1094,https://essayforum.com/writing/children-raised-countryside-better-urban-areas-77757/,Argumentative,3,4,3,4,14
1095,https://essayforum.com/writing/class-instructions-online-learning-one-suits-87922/,Argumentative,2,2,1,1,6
1096,https://essayforum.com/writing/wild-creatures-brink-extinction-point-85741/,Argumentative,2,3,2,2,9
1097,https://essayforum.com/writing/graders-able-test-high-school-91518/,Argumentative,2,3,2,2,9
1098,https://essayforum.com/writing/people-risk-lives-extreme-activities-think-92992/,Argumentative,2,3,3,3,11
1099,https://essayforum.com/writing/animal-experiments-banned-morally-wrong-cause-79775/,Argumentative,3,3,2,4,12
1100,https://essayforum.com/writing/government-duty-solve-childhood-obesity-89807/,Argumentative,2,3,2,2,9
1101,https://essayforum.com/writing/government-supervised-handled-authority-94038/,Argumentative,2,3,2,2,9
1102,https://essayforum.com/writing/good-young-people-work-going-university-73269/,Argumentative,2,3,3,4,12
1103,https://essayforum.com/writing/people-born-special-talent-trained-gain-skills-80156/,Argumentative,2,2,2,2,8
1104,https://essayforum.com/writing/pros-cons-living-studying-contries-92941/,Argumentative,3,3,3,3,12
1105,https://essayforum.com/writing/problems-living-country-speak-foreign-language-87533/,Argumentative,3,3,3,3,12
1106,https://essayforum.com/writing/business-ventures-university-michigan-93246/,Letter,3,4,3,3,13
1107,https://essayforum.com/writing/allowing-advertisements-school-budget-88413/,Argumentative,3,3,3,3,12
1108,https://essayforum.com/writing/use-animals-food-opinion-time-93016/,Argumentative,2,3,2,3,10
1109,https://essayforum.com/writing/internet-made-lot-changes-search-spread-77007/,Argumentative,3,3,3,4,13
1110,https://essayforum.com/writing/place-recommend-taiwan-81088/,Descriptive,2,3,2,2,9
1111,https://essayforum.com/writing/adolescents-free-time-spent-doing-unpaid-work-91523/,Argumentative,3,3,4,3,13
1112,https://essayforum.com/writing/internet-affect-one-critical-thinking-92000/,Argumentative,2,3,2,2,9
1113,https://essayforum.com/writing/technology-made-man-dumb-93030/,Argumentative,3,4,3,2,12
1114,https://essayforum.com/writing/tofel-finish-project-single-one-time-several-77371/,Argumentative,2,3,2,3,10
1115,https://essayforum.com/writing/alienates-family-members-76632/,Argumentative,3,4,3,3,13
1116,https://essayforum.com/writing/idea-study-university-free-feedaback-93249/,Argumentative,2,3,3,4,12
1117,https://essayforum.com/writing/live-performance-neccesity-93101/,Argumentative,3,4,3,4,14
1118,https://essayforum.com/writing/people-change-jobs-frequently-86586/,Argumentative,2,3,2,3,10
1119,https://essayforum.com/writing/western-countries-change-diet-88792/,Argumentative,2,3,3,3,11
1120,https://essayforum.com/writing/people-special-abilities-make-art-87108/,Argumentative,3,3,3,4,13
1121,https://essayforum.com/writing/growing-number-people-health-problems-trying-94275/,Argumentative,3,4,3,4,14
1122,https://essayforum.com/writing/kids-ailments-same-like-adults-example-75420/,Argumentative,3,3,2,4,12
1123,https://essayforum.com/writing/opinion-people-think-news-connection-94471/,Argumentative,3,4,4,4,15
1124,https://essayforum.com/writing/era-choosing-job-money-inevitably-essential-93042/,Argumentative,3,3,3,3,12
1125,https://essayforum.com/writing/leadership-learning-indispensable-chevening-78247/,Narrative,4,4,3,3,14
1126,https://essayforum.com/writing/tourism-greater-advantages-doubt-direct-73313/,Argumentative,3,3,2,4,12
1127,https://essayforum.com/writing/discussion-ongoing-regarding-development-78648/,Argumentative,3,3,3,4,13
1128,https://essayforum.com/writing/people-think-women-play-equal-role-police-90598/,Argumentative,3,3,3,4,13
1129,https://essayforum.com/writing/response-memorandum-business-manager-happy-80534/,Argumentative,2,4,3,2,11
1130,https://essayforum.com/writing/summary-social-media-profile-photo-says-74079/,Informative,2,3,2,2,9
1131,https://essayforum.com/writing/friends-people-same-opinion-84936/,Argumentative,2,3,3,4,12
1132,https://essayforum.com/writing/women-choosing-children-later-life-advantages-87594/,Argumentative,2,3,3,4,12
1133,https://essayforum.com/writing/folic-acid-addition-flour-96126/,Argumentative,3,4,4,3,14
1134,https://essayforum.com/writing/teachers-think-international-student-exchange-90544/,Argumentative,3,4,4,4,15
1135,https://essayforum.com/writing/impact-information-technology-way-people-91950/,Argumentative,3,3,2,3,11
1136,https://essayforum.com/writing/companies-actively-recruit-younger-employees-78518/,Argumentative,2,4,3,4,13
1137,https://essayforum.com/writing/question-films-produced-big-companies-past-95459/,Argumentative,3,4,3,3,13
1138,https://essayforum.com/writing/believe-children-education-home-educational-77379/,Argumentative,2,3,2,4,11
1139,https://essayforum.com/writing/share-information-possible-80244/,Argumentative,3,3,3,4,13
1140,https://essayforum.com/writing/life-people-modern-world-easier-past-discuss-79921/,Argumentative,2,3,3,2,10
1141,https://essayforum.com/writing/environment-use-alternative-sources-energy-93396/,Argumentative,3,4,4,4,15
1142,https://essayforum.com/writing/topic-autonomous-vehicles-likely-quickly-94669/,Argumentative,3,4,4,4,15
1143,https://essayforum.com/writing/building-sports-facilities-efficient-way-86359/,Argumentative,3,3,3,3,12
1144,https://essayforum.com/writing/summary-monday-bright-supermoon-closest-earth-73571/,Informative,3,5,3,2,13
